SRS QCM200 Data File
Data Taken on 04.05.2022 at 11:48:47
Tag Definitions
Zero Rel F        = 1
Zero Rel R        = 2
Zero Rel F and R  = 3
User Tag          = 4
Begining of File  = 5

Notes:


Frequency	Resistance	Delta F	Delta R	Delta Mass	Time (s)	Tag
+04.997271500E+6	+03.293500E+2	-08.000000E-1	+02.170000E+0	+01.413428E-2	+01.034469E+3	0
+04.997271600E+6	+03.293600E+2	-07.000000E-1	+02.180000E+0	+01.236749E-2	+01.035540E+3	0
+04.997271600E+6	+03.293600E+2	-07.000000E-1	+02.180000E+0	+01.236749E-2	+01.036610E+3	0
+04.997271500E+6	+03.293600E+2	-08.000000E-1	+02.180000E+0	+01.413428E-2	+01.037691E+3	0
+04.997271500E+6	+03.293600E+2	-08.000000E-1	+02.180000E+0	+01.413428E-2	+01.038761E+3	0
+04.997271600E+6	+03.293700E+2	-07.000000E-1	+02.190000E+0	+01.236749E-2	+01.039829E+3	0
+04.997271600E+6	+03.293700E+2	-07.000000E-1	+02.190000E+0	+01.236749E-2	+01.040912E+3	0
+04.997271500E+6	+03.293700E+2	-08.000000E-1	+02.190000E+0	+01.413428E-2	+01.041981E+3	0
+04.997271600E+6	+03.293700E+2	-07.000000E-1	+02.190000E+0	+01.236749E-2	+01.043059E+3	0
+04.997271600E+6	+03.293700E+2	-07.000000E-1	+02.190000E+0	+01.236749E-2	+01.044134E+3	0
+04.997271600E+6	+03.293700E+2	-07.000000E-1	+02.190000E+0	+01.236749E-2	+01.045202E+3	0
+04.997271600E+6	+03.293800E+2	-07.000000E-1	+02.200000E+0	+01.236749E-2	+01.046285E+3	0
+04.997271600E+6	+03.293800E+2	-07.000000E-1	+02.200000E+0	+01.236749E-2	+01.047362E+3	0
+04.997271600E+6	+03.293900E+2	-07.000000E-1	+02.210000E+0	+01.236749E-2	+01.048431E+3	0
+04.997271600E+6	+03.293900E+2	-07.000000E-1	+02.210000E+0	+01.236749E-2	+01.049511E+3	0
+04.997271600E+6	+03.294000E+2	-07.000000E-1	+02.220000E+0	+01.236749E-2	+01.050593E+3	0
+04.997271600E+6	+03.293900E+2	-07.000000E-1	+02.210000E+0	+01.236749E-2	+01.051662E+3	0
+04.997271600E+6	+03.293900E+2	-07.000000E-1	+02.210000E+0	+01.236749E-2	+01.052733E+3	0
+04.997271600E+6	+03.293900E+2	-07.000000E-1	+02.210000E+0	+01.236749E-2	+01.053808E+3	0
+04.997271600E+6	+03.293900E+2	-07.000000E-1	+02.210000E+0	+01.236749E-2	+01.054876E+3	0
+04.997271600E+6	+03.294000E+2	-07.000000E-1	+02.220000E+0	+01.236749E-2	+01.055961E+3	0
+04.997271600E+6	+03.294000E+2	-07.000000E-1	+02.220000E+0	+01.236749E-2	+01.057032E+3	0
+04.997271500E+6	+03.294000E+2	-08.000000E-1	+02.220000E+0	+01.413428E-2	+01.058112E+3	0
+04.997271500E+6	+03.294000E+2	-08.000000E-1	+02.220000E+0	+01.413428E-2	+01.059179E+3	0
+04.997271600E+6	+03.294000E+2	-07.000000E-1	+02.220000E+0	+01.236749E-2	+01.060262E+3	0
+04.997271600E+6	+03.294100E+2	-07.000000E-1	+02.230000E+0	+01.236749E-2	+01.061330E+3	0
+04.997271600E+6	+03.294100E+2	-07.000000E-1	+02.230000E+0	+01.236749E-2	+01.062400E+3	0
+04.997271600E+6	+03.294200E+2	-07.000000E-1	+02.240000E+0	+01.236749E-2	+01.063483E+3	0
+04.997271600E+6	+03.294300E+2	-07.000000E-1	+02.250000E+0	+01.236749E-2	+01.064553E+3	0
+04.997271600E+6	+03.294400E+2	-07.000000E-1	+02.260000E+0	+01.236749E-2	+01.065635E+3	0
+04.997271600E+6	+03.294400E+2	-07.000000E-1	+02.260000E+0	+01.236749E-2	+01.066715E+3	0
+04.997271700E+6	+03.294500E+2	-06.000000E-1	+02.270000E+0	+01.060071E-2	+01.067785E+3	0
+04.997271600E+6	+03.294500E+2	-07.000000E-1	+02.270000E+0	+01.236749E-2	+01.068856E+3	0
+04.997271600E+6	+03.294600E+2	-07.000000E-1	+02.280000E+0	+01.236749E-2	+01.069924E+3	0
+04.997271600E+6	+03.294600E+2	-07.000000E-1	+02.280000E+0	+01.236749E-2	+01.071004E+3	0
+04.997271600E+6	+03.294600E+2	-07.000000E-1	+02.280000E+0	+01.236749E-2	+01.072085E+3	0
+04.997271600E+6	+03.294600E+2	-07.000000E-1	+02.280000E+0	+01.236749E-2	+01.073159E+3	0
+04.997271700E+6	+03.294500E+2	-06.000000E-1	+02.270000E+0	+01.060071E-2	+01.074227E+3	0
+04.997271600E+6	+03.294500E+2	-07.000000E-1	+02.270000E+0	+01.236749E-2	+01.075305E+3	0
+04.997271700E+6	+03.294500E+2	-06.000000E-1	+02.270000E+0	+01.060071E-2	+01.076377E+3	0
+04.997271600E+6	+03.294500E+2	-07.000000E-1	+02.270000E+0	+01.236749E-2	+01.077456E+3	0
+04.997271600E+6	+03.294600E+2	-07.000000E-1	+02.280000E+0	+01.236749E-2	+01.078524E+3	0
+04.997271700E+6	+03.294700E+2	-06.000000E-1	+02.290000E+0	+01.060071E-2	+01.079608E+3	0
+04.997271600E+6	+03.294700E+2	-07.000000E-1	+02.290000E+0	+01.236749E-2	+01.080673E+3	0
+04.997271600E+6	+03.294800E+2	-07.000000E-1	+02.300000E+0	+01.236749E-2	+01.081757E+3	0
+04.997271700E+6	+03.294800E+2	-06.000000E-1	+02.300000E+0	+01.060071E-2	+01.082820E+3	0
+04.997271700E+6	+03.294900E+2	-06.000000E-1	+02.310000E+0	+01.060071E-2	+01.083902E+3	0
+04.997271600E+6	+03.294800E+2	-07.000000E-1	+02.300000E+0	+01.236749E-2	+01.084975E+3	0
+04.997271600E+6	+03.294900E+2	-07.000000E-1	+02.310000E+0	+01.236749E-2	+01.086049E+3	0
+04.997271600E+6	+03.294900E+2	-07.000000E-1	+02.310000E+0	+01.236749E-2	+01.087118E+3	0
+04.997271600E+6	+03.294900E+2	-07.000000E-1	+02.310000E+0	+01.236749E-2	+01.088190E+3	0
+04.997271600E+6	+03.294900E+2	-07.000000E-1	+02.310000E+0	+01.236749E-2	+01.089269E+3	0
+04.997271600E+6	+03.295000E+2	-07.000000E-1	+02.320000E+0	+01.236749E-2	+01.090348E+3	0
+04.997271600E+6	+03.294900E+2	-07.000000E-1	+02.310000E+0	+01.236749E-2	+01.091419E+3	0
+04.997271600E+6	+03.295000E+2	-07.000000E-1	+02.320000E+0	+01.236749E-2	+01.092488E+3	0
+04.997271600E+6	+03.294900E+2	-07.000000E-1	+02.310000E+0	+01.236749E-2	+01.093571E+3	0
+04.997271700E+6	+03.294900E+2	-06.000000E-1	+02.310000E+0	+01.060071E-2	+01.094646E+3	0
+04.997271600E+6	+03.295000E+2	-07.000000E-1	+02.320000E+0	+01.236749E-2	+01.095715E+3	0
+04.997271700E+6	+03.295000E+2	-06.000000E-1	+02.320000E+0	+01.060071E-2	+01.096789E+3	0
+04.997271600E+6	+03.295000E+2	-07.000000E-1	+02.320000E+0	+01.236749E-2	+01.097857E+3	0
+04.997271600E+6	+03.295000E+2	-07.000000E-1	+02.320000E+0	+01.236749E-2	+01.098947E+3	0
+04.997271600E+6	+03.295100E+2	-07.000000E-1	+02.330000E+0	+01.236749E-2	+01.100017E+3	0
+04.997271600E+6	+03.295000E+2	-07.000000E-1	+02.320000E+0	+01.236749E-2	+01.101095E+3	0
+04.997271600E+6	+03.295000E+2	-07.000000E-1	+02.320000E+0	+01.236749E-2	+01.102175E+3	0
+04.997271600E+6	+03.295000E+2	-07.000000E-1	+02.320000E+0	+01.236749E-2	+01.103242E+3	0
+04.997271700E+6	+03.295000E+2	-06.000000E-1	+02.320000E+0	+01.060071E-2	+01.104317E+3	0
+04.997271600E+6	+03.295000E+2	-07.000000E-1	+02.320000E+0	+01.236749E-2	+01.105386E+3	0
+04.997271700E+6	+03.295100E+2	-06.000000E-1	+02.330000E+0	+01.060071E-2	+01.106465E+3	0
+04.997271700E+6	+03.295100E+2	-06.000000E-1	+02.330000E+0	+01.060071E-2	+01.107534E+3	0
+04.997271700E+6	+03.295200E+2	-06.000000E-1	+02.340000E+0	+01.060071E-2	+01.108617E+3	0
+04.997271600E+6	+03.295200E+2	-07.000000E-1	+02.340000E+0	+01.236749E-2	+01.109688E+3	0
+04.997271700E+6	+03.295200E+2	-06.000000E-1	+02.340000E+0	+01.060071E-2	+01.110760E+3	0
+04.997271600E+6	+03.295200E+2	-07.000000E-1	+02.340000E+0	+01.236749E-2	+01.111828E+3	0
+04.997271600E+6	+03.295200E+2	-07.000000E-1	+02.340000E+0	+01.236749E-2	+01.112912E+3	0
+04.997271700E+6	+03.295300E+2	-06.000000E-1	+02.350000E+0	+01.060071E-2	+01.113985E+3	0
+04.997271600E+6	+03.295400E+2	-07.000000E-1	+02.360000E+0	+01.236749E-2	+01.115054E+3	0
+04.997271800E+6	+03.295400E+2	-05.000000E-1	+02.360000E+0	+08.833922E-3	+01.116137E+3	0
+04.997271700E+6	+03.295400E+2	-06.000000E-1	+02.360000E+0	+01.060071E-2	+01.117202E+3	0
+04.997271700E+6	+03.295400E+2	-06.000000E-1	+02.360000E+0	+01.060071E-2	+01.118284E+3	0
+04.997271700E+6	+03.295400E+2	-06.000000E-1	+02.360000E+0	+01.060071E-2	+01.119352E+3	0
+04.997271700E+6	+03.295500E+2	-06.000000E-1	+02.370000E+0	+01.060071E-2	+01.120430E+3	0
+04.997271800E+6	+03.295600E+2	-05.000000E-1	+02.380000E+0	+08.833922E-3	+01.121499E+3	0
+04.997271700E+6	+03.295600E+2	-06.000000E-1	+02.380000E+0	+01.060071E-2	+01.122583E+3	0
+04.997271600E+6	+03.295600E+2	-07.000000E-1	+02.380000E+0	+01.236749E-2	+01.123658E+3	0
+04.997271700E+6	+03.295600E+2	-06.000000E-1	+02.380000E+0	+01.060071E-2	+01.124728E+3	0
+04.997271800E+6	+03.295600E+2	-05.000000E-1	+02.380000E+0	+08.833922E-3	+01.125803E+3	0
+04.997271800E+6	+03.295600E+2	-05.000000E-1	+02.380000E+0	+08.833922E-3	+01.126873E+3	0
+04.997271700E+6	+03.295700E+2	-06.000000E-1	+02.390000E+0	+01.060071E-2	+01.127956E+3	0
+04.997271700E+6	+03.295700E+2	-06.000000E-1	+02.390000E+0	+01.060071E-2	+01.129025E+3	0
+04.997271700E+6	+03.295600E+2	-06.000000E-1	+02.380000E+0	+01.060071E-2	+01.130100E+3	0
+04.997271800E+6	+03.295700E+2	-05.000000E-1	+02.390000E+0	+08.833922E-3	+01.131175E+3	0
+04.997271800E+6	+03.295600E+2	-05.000000E-1	+02.380000E+0	+08.833922E-3	+01.132257E+3	0
+04.997271700E+6	+03.295700E+2	-06.000000E-1	+02.390000E+0	+01.060071E-2	+01.133328E+3	0
+04.997271800E+6	+03.295700E+2	-05.000000E-1	+02.390000E+0	+08.833922E-3	+01.134397E+3	0
+04.997271700E+6	+03.295800E+2	-06.000000E-1	+02.400000E+0	+01.060071E-2	+01.135480E+3	0
+04.997271600E+6	+03.295900E+2	-07.000000E-1	+02.410000E+0	+01.236749E-2	+01.136550E+3	0
+04.997271800E+6	+03.295900E+2	-05.000000E-1	+02.410000E+0	+08.833922E-3	+01.137632E+3	0
+04.997271800E+6	+03.295900E+2	-05.000000E-1	+02.410000E+0	+08.833922E-3	+01.138700E+3	0
+04.997271600E+6	+03.295900E+2	-07.000000E-1	+02.410000E+0	+01.236749E-2	+01.139776E+3	0
+04.997271700E+6	+03.295900E+2	-06.000000E-1	+02.410000E+0	+01.060071E-2	+01.140856E+3	0
+04.997271800E+6	+03.295900E+2	-05.000000E-1	+02.410000E+0	+08.833922E-3	+01.141927E+3	0
+04.997271800E+6	+03.295900E+2	-05.000000E-1	+02.410000E+0	+08.833922E-3	+01.143006E+3	0
+04.997271700E+6	+03.295900E+2	-06.000000E-1	+02.410000E+0	+01.060071E-2	+01.144074E+3	0
+04.997271800E+6	+03.295900E+2	-05.000000E-1	+02.410000E+0	+08.833922E-3	+01.145162E+3	0
+04.997271800E+6	+03.295900E+2	-05.000000E-1	+02.410000E+0	+08.833922E-3	+01.146230E+3	0
+04.997271800E+6	+03.296000E+2	-05.000000E-1	+02.420000E+0	+08.833922E-3	+01.147300E+3	0
+04.997271700E+6	+03.296000E+2	-06.000000E-1	+02.420000E+0	+01.060071E-2	+01.148379E+3	0
+04.997271600E+6	+03.296100E+2	-07.000000E-1	+02.430000E+0	+01.236749E-2	+01.149459E+3	0
+04.997271800E+6	+03.296000E+2	-05.000000E-1	+02.420000E+0	+08.833922E-3	+01.150525E+3	0
+04.997271700E+6	+03.296100E+2	-06.000000E-1	+02.430000E+0	+01.060071E-2	+01.151599E+3	0
+04.997271800E+6	+03.296100E+2	-05.000000E-1	+02.430000E+0	+08.833922E-3	+01.152682E+3	0
+04.997271700E+6	+03.295900E+2	-06.000000E-1	+02.410000E+0	+01.060071E-2	+01.153745E+3	0
+04.997271800E+6	+03.295800E+2	-05.000000E-1	+02.400000E+0	+08.833922E-3	+01.154829E+3	0
+04.997271700E+6	+03.295800E+2	-06.000000E-1	+02.400000E+0	+01.060071E-2	+01.155898E+3	0
+04.997271800E+6	+03.295800E+2	-05.000000E-1	+02.400000E+0	+08.833922E-3	+01.156977E+3	0
+04.997271800E+6	+03.295800E+2	-05.000000E-1	+02.400000E+0	+08.833922E-3	+01.158047E+3	0
+04.997271800E+6	+03.295900E+2	-05.000000E-1	+02.410000E+0	+08.833922E-3	+01.159133E+3	0
+04.997271800E+6	+03.295900E+2	-05.000000E-1	+02.410000E+0	+08.833922E-3	+01.160204E+3	0
+04.997271700E+6	+03.296000E+2	-06.000000E-1	+02.420000E+0	+01.060071E-2	+01.161274E+3	0
+04.997271800E+6	+03.296200E+2	-05.000000E-1	+02.440000E+0	+08.833922E-3	+01.162341E+3	0
+04.997271800E+6	+03.296200E+2	-05.000000E-1	+02.440000E+0	+08.833922E-3	+01.163425E+3	0
+04.997271700E+6	+03.296400E+2	-06.000000E-1	+02.460000E+0	+01.060071E-2	+01.164507E+3	0
+04.997271800E+6	+03.296400E+2	-05.000000E-1	+02.460000E+0	+08.833922E-3	+01.165574E+3	0
+04.997271800E+6	+03.296400E+2	-05.000000E-1	+02.460000E+0	+08.833922E-3	+01.166647E+3	0
+04.997271800E+6	+03.296400E+2	-05.000000E-1	+02.460000E+0	+08.833922E-3	+01.167725E+3	0
+04.997271800E+6	+03.296500E+2	-05.000000E-1	+02.470000E+0	+08.833922E-3	+01.168802E+3	0
+04.997271800E+6	+03.296400E+2	-05.000000E-1	+02.460000E+0	+08.833922E-3	+01.169870E+3	0
+04.997271700E+6	+03.296400E+2	-06.000000E-1	+02.460000E+0	+01.060071E-2	+01.170949E+3	0
+04.997271700E+6	+03.296300E+2	-06.000000E-1	+02.450000E+0	+01.060071E-2	+01.172012E+3	0
+04.997271800E+6	+03.296300E+2	-05.000000E-1	+02.450000E+0	+08.833922E-3	+01.173097E+3	0
+04.997271800E+6	+03.296300E+2	-05.000000E-1	+02.450000E+0	+08.833922E-3	+01.174165E+3	0
+04.997271800E+6	+03.296300E+2	-05.000000E-1	+02.450000E+0	+08.833922E-3	+01.175250E+3	0
+04.997271800E+6	+03.296300E+2	-05.000000E-1	+02.450000E+0	+08.833922E-3	+01.176319E+3	0
+04.997271800E+6	+03.296200E+2	-05.000000E-1	+02.440000E+0	+08.833922E-3	+01.177392E+3	0
+04.997271800E+6	+03.296200E+2	-05.000000E-1	+02.440000E+0	+08.833922E-3	+01.178476E+3	0
+04.997271800E+6	+03.296200E+2	-05.000000E-1	+02.440000E+0	+08.833922E-3	+01.179543E+3	0
+04.997271800E+6	+03.296300E+2	-05.000000E-1	+02.450000E+0	+08.833922E-3	+01.180619E+3	0
+04.997271800E+6	+03.296400E+2	-05.000000E-1	+02.460000E+0	+08.833922E-3	+01.181699E+3	0
+04.997271800E+6	+03.296500E+2	-05.000000E-1	+02.470000E+0	+08.833922E-3	+01.182766E+3	0
+04.997271800E+6	+03.296600E+2	-05.000000E-1	+02.480000E+0	+08.833922E-3	+01.183838E+3	0
+04.997271800E+6	+03.296600E+2	-05.000000E-1	+02.480000E+0	+08.833922E-3	+01.184907E+3	0
+04.997271800E+6	+03.296600E+2	-05.000000E-1	+02.480000E+0	+08.833922E-3	+01.185990E+3	0
+04.997271800E+6	+03.296700E+2	-05.000000E-1	+02.490000E+0	+08.833922E-3	+01.187069E+3	0
+04.997271800E+6	+03.296700E+2	-05.000000E-1	+02.490000E+0	+08.833922E-3	+01.188143E+3	0
+04.997271800E+6	+03.296800E+2	-05.000000E-1	+02.500000E+0	+08.833922E-3	+01.189214E+3	0
+04.997271800E+6	+03.296800E+2	-05.000000E-1	+02.500000E+0	+08.833922E-3	+01.190297E+3	0
+04.997271800E+6	+03.296800E+2	-05.000000E-1	+02.500000E+0	+08.833922E-3	+01.191366E+3	0
+04.997271700E+6	+03.296900E+2	-06.000000E-1	+02.510000E+0	+01.060071E-2	+01.192439E+3	0
+04.997271800E+6	+03.296800E+2	-05.000000E-1	+02.500000E+0	+08.833922E-3	+01.193506E+3	0
+04.997271800E+6	+03.296800E+2	-05.000000E-1	+02.500000E+0	+08.833922E-3	+01.194601E+3	0
+04.997271800E+6	+03.296900E+2	-05.000000E-1	+02.510000E+0	+08.833922E-3	+01.195674E+3	0
+04.997271800E+6	+03.296900E+2	-05.000000E-1	+02.510000E+0	+08.833922E-3	+01.196743E+3	0
+04.997271800E+6	+03.296900E+2	-05.000000E-1	+02.510000E+0	+08.833922E-3	+01.197819E+3	0
+04.997271800E+6	+03.296900E+2	-05.000000E-1	+02.510000E+0	+08.833922E-3	+01.198889E+3	0
+04.997271800E+6	+03.296900E+2	-05.000000E-1	+02.510000E+0	+08.833922E-3	+01.199958E+3	0
+04.997271800E+6	+03.296900E+2	-05.000000E-1	+02.510000E+0	+08.833922E-3	+01.201040E+3	0
+04.997271700E+6	+03.296900E+2	-06.000000E-1	+02.510000E+0	+01.060071E-2	+01.202108E+3	0
+04.997271800E+6	+03.296900E+2	-05.000000E-1	+02.510000E+0	+08.833922E-3	+01.203181E+3	0
+04.997271800E+6	+03.296800E+2	-05.000000E-1	+02.500000E+0	+08.833922E-3	+01.204252E+3	0
+04.997271800E+6	+03.296900E+2	-05.000000E-1	+02.510000E+0	+08.833922E-3	+01.205335E+3	0
+04.997271800E+6	+03.297000E+2	-05.000000E-1	+02.520000E+0	+08.833922E-3	+01.206401E+3	0
+04.997271800E+6	+03.297000E+2	-05.000000E-1	+02.520000E+0	+08.833922E-3	+01.207482E+3	0
+04.997271700E+6	+03.297000E+2	-06.000000E-1	+02.520000E+0	+01.060071E-2	+01.208556E+3	0
+04.997271800E+6	+03.297200E+2	-05.000000E-1	+02.540000E+0	+08.833922E-3	+01.209636E+3	0
+04.997271700E+6	+03.297300E+2	-06.000000E-1	+02.550000E+0	+01.060071E-2	+01.210705E+3	0
+04.997271800E+6	+03.297400E+2	-05.000000E-1	+02.560000E+0	+08.833922E-3	+01.211779E+3	0
+04.997271800E+6	+03.297300E+2	-05.000000E-1	+02.550000E+0	+08.833922E-3	+01.212851E+3	0
+04.997271700E+6	+03.297300E+2	-06.000000E-1	+02.550000E+0	+01.060071E-2	+01.213924E+3	0
+04.997271800E+6	+03.297400E+2	-05.000000E-1	+02.560000E+0	+08.833922E-3	+01.215007E+3	0
+04.997271700E+6	+03.297400E+2	-06.000000E-1	+02.560000E+0	+01.060071E-2	+01.216070E+3	0
+04.997271800E+6	+03.297200E+2	-05.000000E-1	+02.540000E+0	+08.833922E-3	+01.217153E+3	0
+04.997271800E+6	+03.297200E+2	-05.000000E-1	+02.540000E+0	+08.833922E-3	+01.218221E+3	0
+04.997271700E+6	+03.297300E+2	-06.000000E-1	+02.550000E+0	+01.060071E-2	+01.219297E+3	0
+04.997271800E+6	+03.297400E+2	-05.000000E-1	+02.560000E+0	+08.833922E-3	+01.220382E+3	0
+04.997271800E+6	+03.297400E+2	-05.000000E-1	+02.560000E+0	+08.833922E-3	+01.221455E+3	0
+04.997271700E+6	+03.297500E+2	-06.000000E-1	+02.570000E+0	+01.060071E-2	+01.222524E+3	0
+04.997271800E+6	+03.297700E+2	-05.000000E-1	+02.590000E+0	+08.833922E-3	+01.223596E+3	0
+04.997271800E+6	+03.297700E+2	-05.000000E-1	+02.590000E+0	+08.833922E-3	+01.224675E+3	0
+04.997271700E+6	+03.297700E+2	-06.000000E-1	+02.590000E+0	+01.060071E-2	+01.225745E+3	0
+04.997271800E+6	+03.297800E+2	-05.000000E-1	+02.600000E+0	+08.833922E-3	+01.226815E+3	0
+04.997271700E+6	+03.297800E+2	-06.000000E-1	+02.600000E+0	+01.060071E-2	+01.227906E+3	0
+04.997271800E+6	+03.297800E+2	-05.000000E-1	+02.600000E+0	+08.833922E-3	+01.228982E+3	0
+04.997271800E+6	+03.297700E+2	-05.000000E-1	+02.590000E+0	+08.833922E-3	+01.230053E+3	0
+04.997271800E+6	+03.297700E+2	-05.000000E-1	+02.590000E+0	+08.833922E-3	+01.231127E+3	0
+04.997271800E+6	+03.297800E+2	-05.000000E-1	+02.600000E+0	+08.833922E-3	+01.232198E+3	0
+04.997271700E+6	+03.297800E+2	-06.000000E-1	+02.600000E+0	+01.060071E-2	+01.233269E+3	0
+04.997271800E+6	+03.297700E+2	-05.000000E-1	+02.590000E+0	+08.833922E-3	+01.234342E+3	0
+04.997271700E+6	+03.297600E+2	-06.000000E-1	+02.580000E+0	+01.060071E-2	+01.235420E+3	0
+04.997271800E+6	+03.297600E+2	-05.000000E-1	+02.580000E+0	+08.833922E-3	+01.236496E+3	0
+04.997271800E+6	+03.297700E+2	-05.000000E-1	+02.590000E+0	+08.833922E-3	+01.237566E+3	0
+04.997271700E+6	+03.297600E+2	-06.000000E-1	+02.580000E+0	+01.060071E-2	+01.238649E+3	0
+04.997271600E+6	+03.297500E+2	-07.000000E-1	+02.570000E+0	+01.236749E-2	+01.239723E+3	0
+04.997271700E+6	+03.297600E+2	-06.000000E-1	+02.580000E+0	+01.060071E-2	+01.240789E+3	0
+04.997271600E+6	+03.297600E+2	-07.000000E-1	+02.580000E+0	+01.236749E-2	+01.241861E+3	0
+04.997271700E+6	+03.297600E+2	-06.000000E-1	+02.580000E+0	+01.060071E-2	+01.242944E+3	0
+04.997271700E+6	+03.297700E+2	-06.000000E-1	+02.590000E+0	+01.060071E-2	+01.244014E+3	0
+04.997271600E+6	+03.297800E+2	-07.000000E-1	+02.600000E+0	+01.236749E-2	+01.245087E+3	0
+04.997271700E+6	+03.297900E+2	-06.000000E-1	+02.610000E+0	+01.060071E-2	+01.246162E+3	0
+04.997271700E+6	+03.297900E+2	-06.000000E-1	+02.610000E+0	+01.060071E-2	+01.247239E+3	0
+04.997271700E+6	+03.297900E+2	-06.000000E-1	+02.610000E+0	+01.060071E-2	+01.248310E+3	0
+04.997271600E+6	+03.297900E+2	-07.000000E-1	+02.610000E+0	+01.236749E-2	+01.249382E+3	0
+04.997271600E+6	+03.298000E+2	-07.000000E-1	+02.620000E+0	+01.236749E-2	+01.250463E+3	0
+04.997271700E+6	+03.298000E+2	-06.000000E-1	+02.620000E+0	+01.060071E-2	+01.251537E+3	0
+04.997271600E+6	+03.298000E+2	-07.000000E-1	+02.620000E+0	+01.236749E-2	+01.252611E+3	0
+04.997271600E+6	+03.298000E+2	-07.000000E-1	+02.620000E+0	+01.236749E-2	+01.253692E+3	0
+04.997271600E+6	+03.298000E+2	-07.000000E-1	+02.620000E+0	+01.236749E-2	+01.254756E+3	0
+04.997271600E+6	+03.298000E+2	-07.000000E-1	+02.620000E+0	+01.236749E-2	+01.255836E+3	0
+04.997271600E+6	+03.298000E+2	-07.000000E-1	+02.620000E+0	+01.236749E-2	+01.256903E+3	0
+04.997271700E+6	+03.298000E+2	-06.000000E-1	+02.620000E+0	+01.060071E-2	+01.257981E+3	0
+04.997271700E+6	+03.298000E+2	-06.000000E-1	+02.620000E+0	+01.060071E-2	+01.259057E+3	0
+04.997271600E+6	+03.298000E+2	-07.000000E-1	+02.620000E+0	+01.236749E-2	+01.260126E+3	0
+04.997271700E+6	+03.298000E+2	-06.000000E-1	+02.620000E+0	+01.060071E-2	+01.261212E+3	0
+04.997271700E+6	+03.298100E+2	-06.000000E-1	+02.630000E+0	+01.060071E-2	+01.262280E+3	0
+04.997271700E+6	+03.298000E+2	-06.000000E-1	+02.620000E+0	+01.060071E-2	+01.263350E+3	0
+04.997271700E+6	+03.298200E+2	-06.000000E-1	+02.640000E+0	+01.060071E-2	+01.264433E+3	0
+04.997271600E+6	+03.298100E+2	-07.000000E-1	+02.630000E+0	+01.236749E-2	+01.265502E+3	0
+04.997271700E+6	+03.298100E+2	-06.000000E-1	+02.630000E+0	+01.060071E-2	+01.266585E+3	0
+04.997271600E+6	+03.298100E+2	-07.000000E-1	+02.630000E+0	+01.236749E-2	+01.267659E+3	0
+04.997271600E+6	+03.298200E+2	-07.000000E-1	+02.640000E+0	+01.236749E-2	+01.268734E+3	0
+04.997271700E+6	+03.298200E+2	-06.000000E-1	+02.640000E+0	+01.060071E-2	+01.269803E+3	0
+04.997271600E+6	+03.298200E+2	-07.000000E-1	+02.640000E+0	+01.236749E-2	+01.270886E+3	0
+04.997271600E+6	+03.298300E+2	-07.000000E-1	+02.650000E+0	+01.236749E-2	+01.271951E+3	0
+04.997271500E+6	+03.298400E+2	-08.000000E-1	+02.660000E+0	+01.413428E-2	+01.273028E+3	0
+04.997271600E+6	+03.298400E+2	-07.000000E-1	+02.660000E+0	+01.236749E-2	+01.274111E+3	0
+04.997271600E+6	+03.298400E+2	-07.000000E-1	+02.660000E+0	+01.236749E-2	+01.275185E+3	0
+04.997271600E+6	+03.298400E+2	-07.000000E-1	+02.660000E+0	+01.236749E-2	+01.276253E+3	0
+04.997271500E+6	+03.298400E+2	-08.000000E-1	+02.660000E+0	+01.413428E-2	+01.277339E+3	0
+04.997271600E+6	+03.298500E+2	-07.000000E-1	+02.670000E+0	+01.236749E-2	+01.278408E+3	0
+04.997271500E+6	+03.298500E+2	-08.000000E-1	+02.670000E+0	+01.413428E-2	+01.279478E+3	0
+04.997271500E+6	+03.298500E+2	-08.000000E-1	+02.670000E+0	+01.413428E-2	+01.280564E+3	0
+04.997271600E+6	+03.298500E+2	-07.000000E-1	+02.670000E+0	+01.236749E-2	+01.281634E+3	0
+04.997271500E+6	+03.298500E+2	-08.000000E-1	+02.670000E+0	+01.413428E-2	+01.282705E+3	0
+04.997271400E+6	+03.298500E+2	-09.000000E-1	+02.670000E+0	+01.590106E-2	+01.283786E+3	0
+04.997271400E+6	+03.298500E+2	-09.000000E-1	+02.670000E+0	+01.590106E-2	+01.284857E+3	0
+04.997271400E+6	+03.298600E+2	-09.000000E-1	+02.680000E+0	+01.590106E-2	+01.285929E+3	0
+04.997271400E+6	+03.298600E+2	-09.000000E-1	+02.680000E+0	+01.590106E-2	+01.287002E+3	0
+04.997271400E+6	+03.298600E+2	-09.000000E-1	+02.680000E+0	+01.590106E-2	+01.288084E+3	0
+04.997271400E+6	+03.298600E+2	-09.000000E-1	+02.680000E+0	+01.590106E-2	+01.289158E+3	0
+04.997271400E+6	+03.298600E+2	-09.000000E-1	+02.680000E+0	+01.590106E-2	+01.290229E+3	0
+04.997271500E+6	+03.298600E+2	-08.000000E-1	+02.680000E+0	+01.413428E-2	+01.291298E+3	0
+04.997271500E+6	+03.298600E+2	-08.000000E-1	+02.680000E+0	+01.413428E-2	+01.292383E+3	0
+04.997271400E+6	+03.298600E+2	-09.000000E-1	+02.680000E+0	+01.590106E-2	+01.293448E+3	0
+04.997271400E+6	+03.298700E+2	-09.000000E-1	+02.690000E+0	+01.590106E-2	+01.294531E+3	0
